"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","非公開","id","Twitterプロフィール","ツイート履歴"
"新生★名古屋16区ガールズ","南","もこ","みなみ","もこ","moko_n16","南もこ＠名古屋16区ガールズ","252","1802","","","1510907421547708429","🐬💎16区ガールズの水色南区担当🧊🩻 アイドルと音楽、短歌が好き❕おしゃべりです🔈公式@nagoya16girls 次のライブは7/3＠名古屋MUSIC FARMさんにて",""
"新生★名古屋16区ガールズ","","ひな","","ひな","nagoya16_hina","ひな@名古屋16区ガールズ","238","1057","","","1529723999839977473","名古屋16区ガールズ 研修生 (16)【@nagoya16girls】1ツイ1リプ Instagramにも遊びにきてください🙋‍♀️⬇️",""
"新生★名古屋16区ガールズ","","みら","","みら","n16_mira","みら👾新生16区","275","878","","","1529725777033719808","―💜名古屋の不思議ちゃん👽🔮黒髪ボブ紫担当👾―🖤 名古屋16区ガールズ（@nagoya16girls ）🐈‍⬛ ―大好きなメンバー＿＿＿＿＿＿＿＿＿＿＿＿＿＿💛@n16_rin /💚@n16_fuuka /💙@moko_n16 ＿🧡@nagoya16_hina ＿＿＿＿＿＿極度な気分屋です",""
"真っ白なキャンバス","三浦","菜々子","みうら","ななこ","nanako_miura","三浦菜々子@真っ白なキャンバス","12278","16298","","","2780750952","白キャン公式→@info_shirokyan Instagram→https://t.co/6hdcUGBrAn",""
"真っ白なキャンバス","西野","千明","にしの","ちあき","chiak_shirokyan","西野千明@真っ白なキャンバス","21216","1781","","","1079617737633103872","語彙力上げたいし胃下垂の黄色🦔バンドとスプラすこ🦔@info_shirokyan🦔インスタhttps://t.co/ItFIS3H0Z6🦔TikTok https://t.co/MoHWdjhM22🦔",""
"真っ白なキャンバス","浜辺","ゆりな","はまべ","ゆりな","yrn_shirokyan","浜辺ゆりな@真っ白なキャンバス","8176","1727","","","1228664122453049344","@info_shirokyan 白キャン4期生 ゆりっぺฅ^•ﻌ•^ฅ 7/9、河口湖ステラシアターで無料ライブあります！初めてコール聞けるの楽しみ！来て欲しいです！！",""
"真っ白なキャンバス","鈴木","えま","すずき","えま","em_shirokyan","鈴木えま@真っ白なキャンバス","6198","659","","","1298898421965680640","魔法少女です 待っているなら幸せ届けるぜみんな！公式（@info_shirokyan）https://t.co/A6XQ7MG9g6",""
"真っ白なキャンバス","麦田","ひかる","むぎた","ひかる","hkr_shirokyan","麦田ひかる@真っ白なキャンバス","4519","193","","","1345034893223346180","7/9河口湖ステラシアターワンマン@info_shirokyan┆ https://t.co/yxEbIngPL9",""
"真っ白なキャンバス","橋本","美桜","はしもと","みお","mio_shirokyan","橋本美桜@真っ白なキャンバス","13836","3490","","","902848787244134405","✿公式(@info_shirokyan)／砂肝とつぶ貝とユッケが好きです。前髪固めてません。今年の運勢は末吉でしたが下半期からは最強らしいです。／インスタのハイライトにセトリ載せてます(https://t.co/a4JaouRms3)",""
"真っ白なキャンバス","小野寺","梓","おのでら","あずさ","azusa_shirokyan","小野寺梓@真っ白なキャンバス","57176","4406","","","921652870461538305","6/23B.L.T発売 7/9河口湖(@info_shirokyan) Instagram(https://t.co/Bmfxit7IP9)YouTube(https://t.co/iu4usTG57w)",""
"真説・真赤金伝説","野田","ことね","のだ","ことね","kotonelmo","野田ことね","3558","53460","","","2943621253","公式垢@THEGOLDEN_JOBS  公式LINE@akakin 黄色担当だよ🐱",""
"真説・真赤金伝説","進藤","いおり","しんどう","いおり","shindo_iori","進藤いおり@ソロ曲2曲配信中💿🎶","2222","45564","","","1036369893262643200","🎤ソロ曲2曲配信中🎶(ヘッダー参照👀)みんなの毎日が少しでも良い日になりますように✨ステージに立つと大きく見えるとよく言われますが実際はチビです。DM🙅‍♀️鍵垢🙅‍♀️",""
"真夜中ノハナビ","鈴井","詩乃","すずい","しの","suzui_shino","鈴井 詩乃 (真夜中ノハナビ)","387","5547","","","1224037876670685185","活動休止中",""
"真夜中ノハナビ","菜雪","あり","なゆき","あり","nayukiari","菜雪 あり【真夜中ノハナビ】","1245","3131","","","1230146967457558529","ピンクハナビです✟🧸✞ さぶ【@arisama_x_x】",""
"真夜中ノハナビ","桜庭","みらの","さくらば","みらの","sakurabamirano","桜庭みらの🧡@7/3池袋リヴォイス2本‼️","400","1813","","","1460847760954257410","真夜中ノハナビ(@mayonakahanabi)のオレンジ色ハナビ担当🍊お酒と食べることが大好きな元気すぎるアイドル！DMは返せないけどちゃんと見てます！🧸💌",""
"真夜中ノハナビ","比奈名井","彩","ひなない","あや","aykso818","あやちゃん","105","61","","","1511494452409663488","TikTok→あちのぴこぴこ🦖 会える→@minuet_shinjuku",""
"真夜中ノハナビ","兎城","らむ","うさぎ","らむ","usagiramu1128","🐰兎城らむ🐰","64","68","","","1518982337459265536","真夜中ノハナビ研修生🎆黒髪ぱっつんロング好きは推せ❤️‍🔥",""
"神ゲヱム","水素","すい","すいそ","すい","kamigame_sui","","","","","","","",""
"神ゲヱム","天使","ぱう","あまつか","ぱう","kamigame_pau","","","","","","","",""
"神ゲヱム","望月","ちも","もちづき","ちも","kamigame_chimo","","","","","","","",""
"神使轟く、激情の如く。","実久里","ことの","じっくり","ことの","shingeki_kotono","実久里ことの👓·̩͙","17046","47036","","","2299835978","神使轟く、激情の如く。✄神激@shingeki_rock リーダーCleanボーカル✄ #じっくり妄想 #メガかわいい #じっくりレポ ✄インスタもID一緒✄5.28幕張メッセワンマン✄",""
"神使轟く、激情の如く。","生牡蠣","いもこ","いくがき","いもこ","shingeki_imoko","🦪生牡蠣いもこ🍠","42928","40969","認証","","3990377352","神激 @shingeki_rock のメッセンジャー。どえりゃあ下ネタが好きな清楚系女子です🥺真剣にふざけて遊んでいたい。",""
"神使轟く、激情の如く。","二日","よいこ","ふつか","よいこ","shingeki_yoiko","二日よいこ🍺ིྀ@9/11 豊洲 PITワンマン","11564","9044","","","1123276510700244992","飛ぶぞ❔@shingeki_rock ［https://t.co/BdPSl9pxuD］",""
"神使轟く、激情の如く。","","TiNA","","てぃな","shingeki_tina","TiNA🍊ིིིྀ","10628","3560","","","1141030252618977281","神激【 @shingeki_rock 】Clean Vo. / オレンジ担当 TikTokも遊びにきてねhttps://t.co/rQw74nKGN4",""
"神使轟く、激情の如く。","涙染","あまね","るいせん","あまね","shingeki_amane","涙染あまね","12734","14843","","","806317542436278273","(@shingeki_rock) scream 🦭",""
"神使轟く、激情の如く。","三笠","エヴァ","みかさ","えヴぁ","shingeki_eva","三笠エヴァ⚡︎","10036","13934","","","939520975351177216","🐯🐕上手の犬🐕🦁神使轟く、激情の如く。(@shingeki_rock)誰かの逃げ場所になりたくてやってる　※ヘルニア療養中❤️‍🩹",""
"神宿","小山","ひな","こやま","ひな","Hina__KMYD","小山ひな","73190","27397","認証","","2916039649","さみしいと泣いちゃうめぅ( ⸍ɞ̴̶̷ ·̫ ɞ̴̶̷⸌ )だれがどうみてもピンク担当 https://t.co/1OiITpg98e",""
"神宿","羽島","めい","はしま","めい","MEI_KMYD","羽島めい","53678","16243","認証","","2916322008","動物、筋肉、はしめい。 個人FC↓↓↓↓↓       163cm",""
"神宿","羽島","みき","はしま","みき","MikiKMYD","羽島みき","36294","12902","認証","","2916941311","7月は通信制限に絶対にならない",""
"神宿","塩見","きら","しおみ","きら","Kira_KMYD","塩見きら","31602","884","","","1123483465607987200","ぽゅょ~ 愛媛県松山市出身 神宿【@kamiyado0907】 新麺 緑 塩見きらstaff 【@shiomikira_suki】 塩見きらofficial YouTube【 https://t.co/HItA9OHFcM… 】 いぬ→【@kira_kmyd2nd】すぐついけしする",""
"神聖フレラモ-Sacred Fleramo-","神盃","朱里","こうづき","じゅり","Juri_kouduki","神盃朱里💜⚡は47都道府県全国ツアー中🥳予定は固定","8585","180585","","","135966770","じゅりにゃん|ｺｳﾂﾞｷｼﾞｭﾘ|#神聖フレラモ の紫猫😼💜@sacred_fleramo|職業:アイドル・コスプレイヤー・釣りガール・ライバー・絵描き|毎日BIGOとTikTok配信中✨|推しマ➡︎💜⚡|🎣|🍜|🎮|🍶|🌈|元美容師✂️|愛西澪| #今日の麺ヘラ",""
"神聖フレラモ-Sacred Fleramo-","","愛","","あい","AKNews3","【民泊YouTuber】愛♡モデル💓","922","4445","","","421980921","民泊YouTuber愛🌸デザイン・タレント事務所LoveDesign代表兼モデル💖他にデザイナー・民泊オーナー・ライバー・YouTuber等。デート企画・撮影会OK💖 BIGOLIVE配信 ID:minpakuで検索してフォローしてね♡#女社長 #フリーランス #民泊 #ライバー #ウマ娘 #YouTuber",""
"神聖フレラモ-Sacred Fleramo-","","RiiSA","","りいさ","risa1107","RiiSA🐻‍❄️💛","1574","5963","","","468723827","I♡クマ。あなたの心を少しでも動かせるならあなたのために今日も頑張る。シングルマザー小2の娘を持つ神聖フレラモRiiSA💛インスタ→riiiisa_k1107 RiiShttps://www.amazon.jp/hz/wishlist/ls/2BQJW442BTSQX?ref_=wl_sharesAgDVZ",""
"神聖フレラモ-Sacred Fleramo-","桃花","あや","ももか","あや","Ayadesu0530","桃花あや🍺💖A～ya♡神聖フレラモ","10665","9858","","","529251476","神聖フレラモ☆ アイドルコスプライバー、幸せの国の桃花姫ことあ〜や♡です！合同会社Fleramo代表✨大阪東京名古屋海外で活動～♪メジャーデビュー曲「Beer Lover」 #BIGO #Pococha 公式ライバー TikTok",""
"神薙-時うさぎ-","","舞琴","","まこと","tokiusa_makoto","舞琴(まこと) 神薙-時うさぎ-","1096","2457","","","1478353949774454789","神薙-時うさぎ-の舞琴です 黒色担当 #黒詠の獺姫 DMは返せません @Tokiusagi_info",""
"神薙-時うさぎ-","","華音","","かのん","tokiusa_kanon","華音(かのん) 神薙-時うさぎ-","1604","1310","","","1478356572116221954","「神薙-時うさぎ-」の白色担当です☁️ #時和の華乙女【公式】@Tokiusagi_info【所属】@icube_e (※DMは返信出来ません🙇‍♀️)",""
"神薙-時うさぎ-","","蓮","","れん","tokiusa_ren","蓮(れん)神薙-時うさぎ-","1276","5890","","","1478358043280949254","神薙-時うさぎ-の蓮(れん)です🪷紫担当副リーダー、夢のような一時を皆さんにお届けしたいです🌌☪︎ *. 公式@Tokiusagi_info  #紫宮に咲く金色の蓮🪷所属 @icube_e  ※DMは返せません(運営管理)",""
"神薙-時うさぎ-","","爲瓏","","なる","tokiusa_naru","爲瓏(なる) 神薙-時うさぎ-","1279","6905","","","1478367082626809858","神薙-時うさぎ-の爲瓏(なる)です｜青色リーダー｜#玉の鳴る音の青天女 ໒꒱ ｜🍥ライブ情報→https://t.co/mk2s1Llb0p｜公式▶@Tokiusagi_info｜ 所属▶@icube_e｜( ※運営管理.DMは返せません）",""
"神薙-時うさぎ-","","弓魅菜","","ゆみな","tokiusa_yumina","弓魅菜（ゆみな）神薙-時うさぎ-","408","224","","","1539794425609478144","神薙-時うさぎの弓魅菜です 赤色担当 #弓月の舞姫 ☪︎*｡꙳ ライブ情報 https://t.co/Cir8TnWNkU公式@Tokiusagi_info 所属@icube_e DM運営管理です💦",""
"神薙-時うさぎ-","","冰翠","","るい","tokiusa_rui","冰翠（るい）神薙ｰ時うさぎｰ","368","268","","","1539822950525743106","【神薙-時うさぎ-】冰翠（るい）です！緑色担当／渦巻島の翡翠／頑張るけん、しっかり見とってね？／時うさぎ公式:@Tokiusagi_info 所属:@icube_e ライブ情報:https://t.co/YUPChQN038 ※DM返信不可、運営管理してます！",""
"神薙ラビッツ","","綺音","","あやね","kannagi_ayane","綺音 (神薙ラビッツ)／TIF2022","8255","18315","","","1050716046699552768","@kannagi_rabbits 「☼から☽まで貴方と一緒」｜舞と桃色担当のリーダー🍑｜ファン➡︎薙の音探検隊 #あやねん課外ダンス録 #神ラビ #KannagiRabbits #ラビチャ｜@icube_e所属｜7月Japan Expo(Pari)，8月TIF2022，9月Nippon Haku Bangkok",""
"神薙ラビッツ","","七燐鈴","","なりす","kannagi_narisu","七燐鈴 (神薙ラビッツ)","7698","40060","","","1050718483330215936","神薙ラビッツ @kannagi_rabbits 所属▶️ @icube_e｜来世は君モ、兎だよ サイケデリック僕子少女｜唄、黄色担当 #鈴の人｜アニメ｜ゲーム｜ボカロ｜武道館目指しています ｜加工厨 ※DM返せません  #KannagiRabbits",""
"神薙ラビッツ","","梨","","りん","kannagi_rinn","梨(神薙ラビッツ)JAPAN EXPO Paris/TIF2022/バンコク日本博","7086","31589","","","1050720938155634689","渇いた♡に((水分補給))瑞々しさ☀︎((天真爛漫梨ガール)) @kannagi_rabbits の緑/SR毎日配信中！/アイドルギフト:R メインMC/ #梨の人 /🍐🐰⛩/推し名→梨畑の住人/DM返信× /i Cube Entertainment @icube_e 所属",""
"神薙ラビッツ","","陽葵","","あおい","kannagi_aoioi","陽葵 (神薙ラビッツ)","2659","4112","","","1318524575177568256","神薙ラビッツの陽葵(あおい)です🐰 太陽浴びてぐんぐん成長☀️舞担当の橙色のうさぎです₍ᐢ.ˬ.ᐢ₎これからよろしくお願いします！ #向日葵の少女🌻 🐰公式@kannagi_rabbits※DMは返せません。",""
"神薙ラビッツ","","璃桜","","りお","kannagi_lio","璃桜 (神薙ラビッツ)","2857","19319","","","1318526340170010624","神薙ラビッツ璃桜(りお)です！唄担当🎤サイリウムカラーは水色💎 #爛晶の桜巫女 SRお休み中(泣)不定期TikTokの日🎶 ディズニー、タピオカ大好き💓 🐰 りぃの沼へようこそ︎💕︎ 公式@kannagi_rabbits※DMは返せません。/ i Cube Entertainment所属 @icube_e",""
"神薙ラビッツ","","衣麗月","","いりな","kannagi_irina","衣麗月 (神薙ラビッツ)","2383","3021","","","1406106342838865927","神薙ラビッツ 新メンバー17歳（最年少） 緋炎の月姫こと衣麗月（いりな）です☽･:*舞担当_サイリウムカラーは紅色❤️‍🔥_公式@kannagi_rabbits ※DMは返せません 。",""
"神薙ラビッツ","","旭","","あさひ","kannagi_asahi","旭 (神薙ラビッツ)","6095","17008","","","975288224405905409","@kannagi_rabbits平メンバー          いつも素直でいつもまっすぐ 舞担当/紫 武道館行きます #桔梗の舞姫",""
"神弐","白魔","あてる","しろま","あてる","KAMISAMA_Ateru","白魔 あてる 🧼 神弐","2545","8536","","","1237031637533118465","⠀ ⠀ ⠀しろ。⠀ ⠀ ⠀ ⠀ ⠀⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀⠀ ⠀ ⠀⠀ ⠀⠀ @KAMISAMA_Sou ⠀·̩͙꒰ঌ ゲーム・アニメ ໒꒱·̩͙ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀ ⠀⠀⠀⠀ ⠀ ⠀ 2020/10/03~ ⠀",""
"神弐","神楽","まちこ","かぐら","まちこ","KAMISAMA_Macchi","神楽ま ち こ👻神弐","4758","22927","","","1256975976895885316","________17才です。うそですごめんなさい。___________公式@KAMISAMA_Sou ________tiktok（https://t.co/FX53PCKId4）",""
"神弐","如月","クレア","きさらぎ","くれあ","KAMISAMA_kurea","如月 クレア💉神弐","1602","9996","","","1426723016101138433","✝︎ @KAMISAMA_Sou ✝︎  (https://t.co/L1Ap4K4xXW )( https://t.co/OJAkiYDtjc)",""
"神弐","柊木","ふわり","ひいらぎ","ふわり","KAMISAMA_Fuwari","柊木 ふわり🦔 神弐","443","1012","","","1480846836441452556","【 @KAMISAMA_Sou 】ぴんく担当🎀 ྀི 💗 18歳 🎮⍤⃝♡\♥︎/ ポケモンとカービィが好き ｼﾞｭｳｶｺｳﾃﾞｽ ピンクのサイリウム振ってくれると喜びます フォロー関係者のみです💧",""
"神弐","美咲","さくら","みさき","さくら","KAMISAMA_Saku","美咲　さくら🍈神弐","520","781","","","1480857148846673921","【@KAMISAMA_Sou】2022/01/24〜 緑色🍈フォローバックは関係者のみです💦ごめんなさい。DM❌",""
"神弐","霧色","アカネ","きりしま","あかね","Kirishinachan","霧色 アカネ @神弐（ｶﾐｻﾏｾｶﾝﾄﾞ）","1438","2109","","","955966842178232321","あいどるぅ。赤色🐈❤️💭#キリシナ推し※DM禁止、フォロバは関係者の方のみ※神弐ライブ情報▷▷https://t.co/hfG2TZWWqv",""
"神風センセーション","池田","朱花里","いけだ","あかり","kamikaze_akari","池田朱花里@神風センセーション","902","3443","","","1331868868122329089","ロックやメタルの曲を歌って踊るグループ '@kamikaze_office'に出戻ってきました。東京拠点になっても方言が抜けないことに困っていません。夢は武道館ワンマン！※8/28(日)池田朱花里生誕祭🙇🏻‍♀️",""
"神風センセーション","北崎","渚沙","きたさき","なぎさ","kamikaze_nagisa","北崎渚沙@神風センセーション","4695","50989","","","752785688228016128","🐟🤍神センとダンスと食べ物❤︎🍨❤︎ 🎂2003.10.30生※鍵垢DM✖︎事務所管理",""
"芯辣melt","紫狂","菜々子","むらさき","ななこ","shinratu_nanako","紫狂 菜々子🚬🦄","3202","7574","","","1024335162572599297","170cmの紫狂絶対的過激派教祖／#ななこ教 ／@kuruoshii_idol／仕事依頼daichi@mcdogworks.com／静止画＆動画共に可👌",""
"芯辣melt","","たかなな","","たかなな","shinratu_takana","たかなな💎","3032","1581","","","1291291091879079936","@kuruoshii_IDOL 芯辣melt(しんらつめると)のトラブルメーカー問題児,BLUE🐳💎,TikTok@takananach (since芯辣2020926) お仕事の御依頼はこちらまでお願い致します▷▶︎▷ daichi@mcdogworks.com",""
"水玉パイン","","なゆ","","なゆ","pain_nayu53","🍍水玉パイン 🍍なゆ ❤️","381","1274","","","1389160785251766273","四街道市応援アイドル🍍水玉パイン🍍なゆ❤️2021.5.3にデビュー🎊みんなを笑顔にできるようにがんばります❗️応援よろしくお願いします😆🔰🚨他サイト等への写真等無断転載・DMはご遠慮ください🙏ご理解よろしくお願いします。【⚠️保護者管理⚠️返信等は土日になる場合が多くなります。ご了承ください🥺】",""
"水玉パイン","","いろは","","いろは","iroiroirohapine","🍍水玉パイン🍍いろはっぴー🍍","834","4609","","","1389203525377269761","#千葉県四街道市ご当地アイドル   #水玉パイン 🙋🍍いろは といいます!! 😆 アイドル勉強中です🚩 みんなに笑顔😄と元気💪をチャージしたい😘     @cpcrecords   所属  https://t.co/ObHVUeYqp9",""
"水玉パイン","","あむ","","あむ","pine___amu","🍍水玉パイン♡あむ🍍","486","1152","","","1462395799170478089","#千葉県四街道市ご当地アイドル📣#水玉パイン🍍 ちょっぴりシャイなあむです！アニメ・ゲーム🎮ものを作ること👑ぬいぐるみ🧸が好きです❤️ CPCレコーズ所属お問い合わせは💌@mizutama_pineにお願いします‼︎《⚠︎保護者管理。DM、写真等の無断転載はお断りさせて頂きます。》",""
"水玉パイン","","さつき","","さつき","pine___satsuki","🍍水玉パイン♪さつき🍍","364","2710","","","1463353152808230912","みなさん、こんにちは #千葉県四街道市ご当地アイドル🍍 #水玉パイン 🍍 #さつき です 🌸 ピンク担当💓４月生まれの8歳🎂JS2🌸応援よろしくお願いします🎧CPCレコーズ所属→お問い合わせは💌@mizutama_pine（公式）までDMお願いします。",""
"水彩ハナコトバ","兎恋","さとこ","うれん","さとこ","suisai_satoko","兎恋さとこ 水彩ハナコトバ","264","1272","","","1468831341920010240","兎恋ちゃんのすきすきちゃん🐰 記憶力は0.5ミリセンチ みんなの好きは1億メートルセンチ 水彩ハナコトバ公式さん@suisai_INFO TikTok→ https://t.co/8Yht9zHBzd",""
"水彩ハナコトバ","都姫","いちご","みやび","いちご","suisai_ichigo","都姫いちご‹水彩ハナコトバ ›","294","880","","","1470214812684918784","みやび いちご 🍓@suisai_INFO🍓next live▷7/9♡🍓(⃔ * °꒫° * )⃕↝🦋",""
"水彩ハナコトバ","桧水","ゆうき","ひすい","ゆうき","suisai_yuuki","桧水ゆうき【水彩ハナコトバ】","1375","827","","","985050373357355008","アイドル屋さん💙@suisai_INFO/振り付け担当してます/ゆうきにゃん'さん'までが名前です/家庭的/リンク先のプロフィール見るとゆうきのだいたいがわかるよん",""
"酔生夢死","恋羽咲","るる","こうさぎ","るる","ruru_chan53","恋羽咲るる🐇🎀酔生夢死","10302","46192","","","2382222103","酔生夢死 @xSUISEIMUSHIx 恋羽咲るる(こうさぎ るる) わがままめんへらぴんくのついんてーる戦士ex橘はるか #こうさぎ界隈 募集中 魚肉ソーセージに似ています",""
"酔生夢死","皇衣","みさ","すめらぎ","みさ","PIENCHAN__TT","皇衣みさ⚜️","1224","1566","","","1287712681965711361","@xSUISEIMUSHIx 毒舌顔ランGOLD🥇DMは運営管理です🙇🏻‍♂️お仕事依頼▹info@Infection.asia",""
"酔生夢死","巫","天夢","かんなぎ","あむ","kn__amu","巫 天 夢 🃏 8/12生誕","658","1920","","","1456127207747710986","@xSUISEIMUSHIx の ク ソ ガ キ ば ぶ 🍼お 仕 事 関 係 → iofo@infection.asia D M は 運 営 さ ん 管 理 で す ❕",""
"酔生夢死","神崎","徠時","かんざき","らいと","Li_ght_laito_0","神崎徠時","2222","12705","","","910170052623609856","\\ @xSUISEIMUSHIx のリーダーヤニカスパープル // お仕事依頼⇒info@infection.asia",""
"世ノ果テデ人形ハ唯哂フ。","東雲","ノア","しののめ","のあ","noa_shinonome","東雲ノア🥀☁️","369","6853","","","1438172939774402565","@YNHTofficialの大体ついんて逆マスク詐欺(自称)な赤色はライブで顔出してまつ~ ₍ᐢ- ̫-ᐢ₎ いんすた『https://t.co/4w2R5iozle』 てくとく『https://t.co/TQbMGvhh16』",""
"世ノ果テデ人形ハ唯哂フ。","七五三掛","かぐら","しめかけ","かぐら","kagura_shime","七五三掛 かぐら🦖🍀【ヨノハテ】","315","6052","","","1446436477143969795","ヨノハテ🧸🏴のしめかけ かぐら @YNHTofficialの緑 黒髪ウルフ緑メッシュ #かぐらちゃんと愉快な仲間たち ヨノハテの不思議ちゃん！ ？👼🏻🌤 ライブで顔見れるよ⚆⚆ #河童のしめを族",""
"世ノ果テデ人形ハ唯哂フ。","叶","しらゆき","かのう","しらゆき","shirayuki_kano","叶しらゆき❄️⛄️ヨノハテ","349","4562","","","1450654525568667648","世ノ果テデ人形ハ唯哂フ。白担当　ホームページ→ https://t.co/Keo043zEFE TikTok→https://t.co/TH3EulmGwU Instagram→https://t.co/3i4h1M7bjI ライブのみ顔出ししてます☝🏻",""
"世ノ果テデ人形ハ唯哂フ。","輝ノ夜","エマ","きのや","えま","ema_kinoya","輝ノ夜 エマ🐯🌙@ヨノハテ","741","9791","","","1457901367369277440","『世ノ果テデ人形ハ唯哂フ。』ほっぺぷにぷにすぎるボブの星色🌟@YNHTofficial TikTok【https://t.co/j79eMU0lD5】Instagram【https://t.co/OLhFiq2lXt】Showroom毎日配信🌟ライブだけ顔出し🧸",""
"世ノ果テデ人形ハ唯哂フ。","群青","マリン","ぐんじょう","まりん","marin_gunjyo","群青マリン🐬🦋 ヨノハテ","358","2893","","","1475794760623587332","世ノ果テデ人形ハ唯哂フ。青担当@YNHTofficial ライブでは顔出しするよ！ https://t.co/wiMXBnvlau DMは事務所管理です🙇‍♀️",""
"西金沢少女団","オモテ","カホ","おもて","かほ","omotekaho","オモテカホ (かほりんちゃん)","7370","16703","","","1379571488","歌うか寝るか食べるかです☺︎7/7発売『DANCE NOW』オリコンデイリー2位🤍ウィークリー9位🤍ミッフィーがすきです🐇 @nkz_girls @the_World_2U公式info▷@omotekaho_info Instagram▷https://t.co/VAhxdGSIUF",""
"西金沢少女団","むらき","あみか","むらき","あみか","amika_nkzg","むらき あみか@西金沢少女団","1960","10611","","","1020904310727512064","《どうも、美人です。》西金沢少女団(@nkz_girls)で活動中です.。亜美花ソロプロジェクト(@amika_info) #ミスiD2021 ファイナリスト",""
"西金沢少女団","辰巳","まひる","たつみ","まひる","mahiru_nkzg","辰巳まひる@西金沢少女団","1176","4519","","","1029215327844847616","'西金沢少女団'（@nkz_girls） 'バチセレ'（@bacicere） 'BOMB⁴ BOMBER' （@Bomb4Bomber）所属／月に1回発行【西金沢少女団新聞】作成者／／18歳／ #THE_W 2回戦出場／ #動画連続チャレンジ 365日更新終了！！／ネガキャン大作戦見てね👀",""
"西金沢少女団","清水","音羽","しみず","おとは","__shimizuotoha","清水音羽","1607","1194","","","1038374979513987074","2002.08.06",""
"西金沢少女団","北","愛梨","きた","あいり","airi_nkzg","北　愛梨（西金沢少女団）","764","3173","","","1246729575041662976","北愛梨です！（きた　あいり）西金沢少女団（@nkz_girls）Littly🐭（@Littly_official）ねずみ担当/あいらな💚💙/17歳/よく変わり者と言われます",""
"西金沢少女団","","らな","","らな","rana_nkzg","らな@西金沢少女団","930","2734","","","1297082342813532162","石川県でアイドルしてます🎤西金沢少女団(@nkz_girls)らなです！\かわいい/ 15歳！/148cm/O型/🦋水色🦋/Littly🐱(@Littly_official)/らなぴ/らなちゃん #らなちゃんポーズ",""
"西金沢少女団","狩野","紗雪","かりや","さゆき","sayuki_nkzg","狩野紗雪（西金沢少女団）","752","2509","","","1335500797837111297","@nkz_girls の引きこもり ／ #狩野歌唱中 ／  ｢Spoon』 https://t.co/TH8x2keZ9l",""
"西金沢少女団","キング","岡田","きんぐ","おかだ","king_okada","キング岡田","280","834","","","804268282907803650","本名と年齢は非公開である。",""
"青のメロディー","瀬兎","めた","せと","めた","aomelo_meta","瀬兎めた","1544","1940","","","1204015193249873920","@aono_melody 紫🦈💜ᝄ ᐝ 引きこもりゲーマーだけど時々 冒険家なのダ❕#世界でイチバンせとめた",""
"青のメロディー","姫乃","さえ","ひめの","さえ","aomelo_sae","姫乃 さえ ¨̮♡","1179","1439","","","1284098741868171264","ぴんく担当🐰🎀 / いちごと焼き芋が好きです。 / FPSゲーム好きです。/ 20歳になりました。☁️ / @aono_melody  / 投稿はメディアから見てね ↓",""
"青のメロディー","衣笠","ハル","きぬがさ","はる","aomelo_haru","衣笠ハル","670","418","","","1363447743432196103","青のメロディー〈@aono_melody〉きいろ担当のハルちゃんです！｜ぴかぴかの18歳🐣｜お勉強中",""
"青のメロディー","愛川","緋菜","あいかわ","ひな","aomelo_hina","愛川 緋菜","477","196","","","1421398966416023552","あかいろ(@aono_melody) / 温暖化はペンギンを困らせるのでやめてください",""
"青のメロディー","佐藤","ゆめ","さとう","ゆめ","aomelo_yume","佐藤 ゆめ","222","115","","","1526048913249402882","°ʚ(@aono_melody)ɞ° 新メンバー白色",""
"青山Rabness","花村","ほのか","はなむら","ほのか","hanamura_honoka","花村 ほのか【青山Rabness】","1037","3099","","","1227530934750068736","🦋青ラビ(@AoyamaRabness)｜キラキラアイドル✨ 7/3 TIF全国選抜セカンドチャレンジ🌈",""
"青山Rabness","岡元","りこ","おかもと","りこ","okamoto___riko","岡元 りこ【青山Rabness】","723","3846","","","1227531985532309504","🦋@AoyamaRabness / 🦔🍀/ 🍙/𝕀𝕟𝕤𝕥𝕒𝕘𝕣𝕒𝕞 ⇒@ okamoto__riko /※DMは事務所で管理しています",""
"青山Rabness","水川","恋","みずかわ","れん","mizukawa_ren","水川 恋【青山Rabness】","516","1620","","","1345568891699806208","青ラビ🦋@AoyamaRabness 🦋まだまだあいどるの赤ちゃん👼🏻水川恋の華胥之国🧚🏻にんにょう",""
"青山Rabness","近瀬","零","ちかせ","れい","chikase_rei","近瀬 零【青山Rabness】","324","3234","","","1345571071357927429","ちかせ れいです☺︎︎︎︎￤目指せフォロワーさん400人❣️￤🦋青山Rabness🦋【@AoyamaRabness 】𝙄𝙣𝙨𝙩𝙖𝙜𝙧𝙖𝙢📸https://t.co/QURGi1P6By",""
"青山Rabness","姫乃","彩","ひめの","あや","himeno__aya","姫乃 彩【青山Rabness】","1312","681","","","1345574655399141379","@AoyamaRabness 🐼🤍",""
