"グループ名","名字","名前","名字読み","名前読み","TwitterID","TwitterName","フォロワー数","ツイート数","認証","Twitterプロフィール"
"＋Aid 6mg","宵闇","ある","よいやみ","ある","plusAid_aru","宵闇ある@生きてる","50","425","","+Aid 6mg 黒色べび担当🖤🍼宵闇あるです！好きな食べ物はじゃがりこです🙃だれかの憧れになりたい✨ブラッキーとゾロアとミミッキュが好きです。 #プラスエイド #地下アイドル ＠plusAid_info"
"＋Aid 6mg","桜花","くるみ","おうか","くるみ","plusAid_kurumi","桜花くるみ🧸🎀","83","406","","@plusAid_info +Aid 6mg 不敵なピンク担当🏥💊💕 好きを愛してるで返したい"
"＋Aid 6mg","月城","るな","つきしろ","るな","plusAid_luna","月城るな","76","433","","@plusAid_info の青色担当💙 みんなの精神安定剤になれますように💉🏥💔💊 #とにかく背がちっさい"
"＋Aid 6mg","紅羽","めあ","くれは","めあ","plusAid_mea","紅羽めあ","83","237","","@plusAid_info あかいろ❤️‍🩹 めあめあきゅん！૮ • ·̫ • ა"
"＋Sugar.","松山","ごま","まつやま","ごま","plus_S_Goma","松山ごま🐱🦊【＋Sugar.】【ミスiD2022】","847","10857","","〔@Plus_sugar0314〕猫ときつねのハーフ・めるへんパープル⌇ｼｮｰﾄﾍｱ⌇作詞⌇チンチラと2人暮らし #これはいい松山 #ミスiD2022"
"＋Sugar.","メグ・ピッチ","オリオン","めぐぴっち","おりおん","plus_S_Prpmgp","🍑🍙メグ・ピッチ・オリオン🍺🌟","1633","30965","","＋Sugar. #ぷらしゅが(@plus_sugar0314) でぱりぴぐりーん担当総合P/赤坂ペルフェッタ&秋葉原CandyLand&渋谷Chapter1キャスト #めぐぴのスケ/2019年新宿モリエール舞台出演/元ユニドル/絶対優勝してた人/夢はいつかキネマの女王になること"
"＋Sugar.","雨宮","れいな","あまみや","れいな","plus_S_Reina","☔️雨宮れいな☔️1月24日👼🏻生誕祭🤍","15894","39619","","＋Sugar. ( @plus_Sugar0314 ) 🤍エンジェルホワイト🤍 担当👼🏻🏹 #ぷらしゅが 雨女 / 黒髪ハーフツイン れいにーって呼んでね。🇯🇵/🇵🇭 コスプレ 😈小林愛香さん✟ヨハネ😈 https://t.co/BeoR4friic ▶YouTube ⬇️"
"＋Sugar.","日向","さやな","ひなた","さやな","plus_S_Saya","日向さや💘+Sugar.(ぷらしゅが)","536","3203","","+ Sugar.(@plus_Sugar0314)のひなたさやです🎀メンバーカラーはCRAZY PINK💘@cafe_candylandにいます🍬team8と=LOVEがすき！"
"＋Sugar.","月美","うみ","つきみ","うみ","plus_S_Umi","🐰月美うみ🌊(つきみうみ)","459","1957","","＋Sugar. (@plus_Sugar0314) 全然クールじゃない青色担当🌊 ゲーマー🎮 #いつも眠そうな顔してる らしい #せくしーぼいすｳﾐﾁｬﾝ #地上に舞い降りたJerryFish 陰キャラです"
"∞PEACE","","MIYU","","みゆ","hgp_miyu","MIYU（∞PEACE）","564","2258","","公式(@mugen_peace) PINK担当🌸 A型┊2000年11月20日生まれ ┊152cm ┊ チーズケーキ 広島ガールズプロダクション DM禁止(事務所管理)"
"∞PEACE","","NANA","","なな","hgp_nana","NANA（∞PEACE）","584","3530","","〘@mugen_peace〙  RED担当❤️ #ナナイロの輪 🌈"
"∞PEACE","","NENE","","ねね","hgp_nene","NENE (∞PEACE)","688","5967","","🦋@mugen_peace🦋『しゅきぴ？しゅきぴ？はぴはぴ〜？ねねぴ〜！！』BLUE担当ねねぴことNENEです💙"
"♯ビビデビート♭","愛葉","もも","あいば","もも","momo_bbdb","愛葉もも🧸♯ビビデビート♭","1553","22393","","♯ビビデビート♭ （@info_bbdb）のベイビーブルー担当💎 #ももちゃ甘やかし隊 あいにきてね👶🏻12/14赤羽ReNYさんで卒業ライブします！！！絶対きて！！！！！https://t.co/Kd0xFhDJyx"
"♯ビビデビート♭","星乃","南月","ほしの","なつき","natsuki_bbdb","星乃南月🍊#ビビデビート♭","272","1156","","@info_bbdb 9月12日に加入しました￤🍒チェリーレッド担当🍒 ￤元気いっぱい最年少👶￤北海道からきました💫￤なっちゃんオレンジのCMでたい🍊￤#なっちゃんなまらめんこい"
"♯ビビデビート♭","楠","るい","くすのき","るい","rui_hlw","楠るい🥚","434","896","","しばらく低浮上です( ´ •̥  ̫ •̥ ` ) #クスノキ類 ໒꒱ 少年ぼいす ໒꒱ 163cm ໒꒱ がっきとおんなのこと不幸話がすき໒꒱"
"♯ビビデビート♭","七瀬","結愛","ななせ","ゆあ","yua_bbdb","七瀬結愛🎀12/14卒業","1118","9875","","@info_bbdb ♥︎ ふぇあり〜ぴんく担当ゆあたん🐰🎀 12/14に赤羽ReNYで卒業ライブがあります🪄"
"♯ビビデビート♭","鈴宮","結月","すずみや","ゆつき","yutsuki_bbdb","鈴宮結月 🎗👑　♯ビビデビート♭","671","3552","","🔔すずみや ゆつき🌙♯ビビデビート♭ 🪄 @info_bbdb ムーンライトイエロー💛月ちゃん"
"1/fキュレーション","花揺","えね","はなゆら","えね","hanayura_ene","花揺 えね","307","922","","1/fキュレーションの緑っぽい。2次元がすき(╥﹏╥)"
"1/fキュレーション","桃瀬","せな","ももせ","せな","momose_sena","桃瀬 せな","429","2096","","1/3 @1fcuration"
"1/fキュレーション","星染","朔","ほしぞめ","さく","nryqx","ほしぞめさく🐼","2331","14451","","12月27日(月)新宿SAMURAIにて生誕祭します❕ さくねこちゃんです🐈おくちがちいさい❕ 🖤さぶ▸▸@nryqv / 🌧あいどる▹▸ @1fcuration の紅色にゃんこ🐱 / 🌧こんかへ▹▸ @ueno_flat"
"100-YOKAI","柑咲","円花","かんざき","まどか","madoka_100yokai","柑咲円花（100-YOKAI）👹⚡️","1030","12821","","まどろん ⚡︎ @100yokai の鬼オレンジ ⚡︎ 宴中は鬼門ヶ島ニーオが憑依!! ⚡︎ アイドル界のわくわくさん #工作妖怪 ⚡︎ #かな坊部 顧問 ⚡︎ ニーオも呟く ⚡︎ #宴情報 #宴まとめ ⚡︎ DM事務所管理 ⚡︎ ご依頼は 100yokai@gmail.com"
"100-YOKAI","月城","まりな","つきしろ","まりな","marina_100yokai","🕸️月城まりな(100-YOKAI)💜","917","5468","","妖怪アイドル@100yokai の紫の蜘蛛さん🕸️💜女郎蜘蛛の銀糸メグモに憑依されるよ🕸️黒髪ロング清楚系アイドル🕸️気軽に絡んでね！ まりな推し→スパイダーマン🕸️依頼【100yokai@gmail.com】 宴動画▶️https://t.co/R7lrLozCpJ"
"100-YOKAI","前田","萌香","まえだ","もえか","moeka_100yokai","🦊前田萌香（100-YOKAI）❤️","1154","13772","","100-YOKAI🔥宴会部長（リーダー）🔥稲荷ノ宮キツネに憑依される前田萌香です🦊2020.8.22ー★DM事務所管理 ★ご依頼100yokai@gmail.com ★ビール🍺、歌ダンスお芝居、山本彩さん 舞台で活躍する https://t.co/9cty2ekD7O"
"100-YOKAI","琴梨","なつき","ことなし","なつき","Natuki_100yokai","👧🏻琴梨なつき Lv19🦥🎀(100-YOKAI)","1065","9529","","100-YOKAI【 @100yokai 】の幸福ピンク担当座敷ノ内ワラシに憑依されちゃう系アイドル ♡生きてるだけで偉いじゃん♡ 最年少で低身長♡加工はメイク！！地雷顔のピアスの子♡ ライブ予定▹ #ピンチケ琴梨と対戦できる場所 ファンマ🦥🎀 DM事務所管理ご依頼は【 100yokai@gmail.com 】"
"100-YOKAI","桜木","唯衣","さくらぎ","ゆい","yui_100yokai","桜木唯衣(100-YOKAI)❄️","857","10280","","目の保養になります ¥【@100yokai】吹雪ウォーターブルー(水色)担当の雪目ヶ原ツララ(雪女)しておる ¥ SHOWROOM毎日配信 ¥ 元霞ヶ関OL ¥ ご新規様チェキ無料 ¥ DM事務所管理 ご依頼は(100yokai@gmail.com)"
"10tacion","京","亜玖","かなどめ","あく","10_aku1231","京 亜玖 【 10tación 】@11/27目黒鹿鳴館さんにてライブ❕❕","764","3512","","かなどめ アく ➰ すあま よりチョット こい ぴんく(❔)担当 ＜ @10tacion__ ＞ #あくさんあいだね"
"10tacion","海月","ひなの","うみつき","ひなの","10_hinano228","海月 ひなの【10tación】","627","1429","","💍💧💎@10tacion__〰️うみつきひなの〰️🛁🦋❄️ ラビットビーチより淡い水色担当𓈒 𓂂𓏸♡ねこ❕😺"
"10tacion","楠木","まい","くすのき","まい","10_mai107","楠木まい【10tación】","257","474","","@10tacion__ #テンタシオン 黄色担当 お問い合わせ、御依頼はこちらまで→info@sp-eak.com"
"10tacion","藍田","マリナ","あいだ","まりな","10_marina23","藍田 マリナ【10tación】11/27目黒鹿鳴館","619","2208","","【10tación】@10tacion__ #テンタシオン リーダー😈 ✮ 妖艶なムラサキ担当💜 新日本プロレスが好きなみんなのねえさん🎼DMは事務所管理です💌💭 info@sp-eak.com←問い合わせ、仕事依頼はこちら"
"10tacion","櫻美","りあ","さくらび","りあ","10_ria411","櫻美 りあ 【10tación】","441","946","","〘 @10tacion__ 〙＿＿＿ ちょっとドス黒い赤色担当🩸🖤 振り付けしてます。"
"1682 -いろはに-","承和","薫","そが","かおる","1682_kaoru","承和 薫🐢","468","6064","","💛1682-いろはに-(@1682official)黄色担当/承和薫(そがかおる)です 🐢ポムポムプリンが好き🐢 殺陣かじってます✨ #いろはにかおゆ 🐢 #男装1682 #ポムバサダー お仕事の依頼はpuramo.company@gmail.comまで"
"1682 -いろはに-","月見夜","零","つきみや","れい","1682_rei","月見夜 零 🤍","422","2226","","🤍1682（@1682official )白色担当 月見夜 零 (つきみや れい) 男装アイドル🌙都内中心でライブしてます❕アニメ、コスプレ好き❕お仕事の依頼またライブ予約はpramo.company@gmail.com まで❕"
"1682 -いろはに-","虚","弔","うつけ","とむら","1682_tomura","虚弔(いろはに研修生の姿)","137","189","","【@1682official】の研修生｜多彩な方→@utuke_tomura"
"1ChanceYeahHoi","一ノ瀬 ","あやの","いちのせ","あやの","ayano_ichinose","あやる(一ノ瀬 あやの) 1Chance YeahHoi","692","2078","","わんちゃんいやほい赤色担当❤一ノ瀬あやのです！！！ 応援してください❤系統バラバラ系アイドルです🙂"
"1ChanceYeahHoi","いちみや","のりか","いちみや","のりか","itimianorika","🐬いちみやのりか🐬 1 Chance Yeah Hoi","2117","10071","","スパイラルミュージック所属⚫︎ わんちゃんいやほい（@onechan_spiral）（@1chan_spiral ) majide girl(@majide_cafe)⚫︎20歳⚫︎空色担当⚫︎インスタhttps://t.co/0X3J5AiWP2"
"1ChanceYeahHoi","桜空","かえ","さくら","かえ","kaetan_0619","︎︎桜空かえ 【1chanceYeahHoi】","7218","9541","","https://t.co/c6FxPnfScO ← インスタ@onechan_spiral の オレンジ担当してます"
"1ChanceYeahHoi","越水","みくな","こしみず","みくな","Koshimizumikuna","⚜️越水みくな⚜️ 〜1Chance Yeah Hoi !〜","2539","8598","","わんちゃんいやほい！の越水みくなです😈リプは返せないですが、皆さんのコメントが楽しみです！DM禁止です！「Production I所属」 「仕事の依頼はinfo@production-i.tokyo迄」 Production IのURLhttp://production-i.tokyo/cy」"
"1ChanceYeahHoi","桜空","りん","さくら","りん","rinrin9190","桜空りん（1chanceYeahHoi ）","3870","8460","","ずっとニコニコしてる幸せ者です🌻ﾖﾛｼｸﾈ！！ @onechan_spiral の黄色担当です💛❕"
"1ChanceYeahHoi","来栖","しおん","くるす","しおん","shi_kurusu","来栖しおん🧸1Chance Yeah Hoi！","1567","4397","","1ChanceYeahHoi!〘@onechan_spiral 〙〘@1chan_spiral 〙高校2年生ぴんくちゃん担当🎀💖"
"1ChanceYeahHoi","山之内","優美","やまのうち","ゆみか","yumi_95nyan","ゆっぽ🐷🍠山之内優美 1Chance Yeah Hoi","2932","28261","","白色担当🤍リーダー 夢💭メジャーデビュー☆インフルエンサー・鹿児島大使・ゆっポくんと共演 /ミスFLASH2021 ファイナリスト /マシュマロボディになりたい #ゆっぽのてげてげROOM ♡(@onechan_spiral)"
"1Eyeline","椿姫","かな","つばき","かな","1Eye_tsubaki57","椿姫かな🧡1Eyeline","988","2983","","ワンアイ(@1Eye_info)のオレンジ🧡チワワの斎藤さんを飼っています🐶#かな海賊団 #椿姫かなにどつかれ隊 #かな様WIN5 #斎藤さんに噛まれ隊 推しマーク🏴‍☠️🧡ライブ予定→https://t.co/iPeAYV8qZ3"
"1Eyeline","星乃","キラリ","ほしの","きらり","kirari_hoshino_","星乃キラリ (1Eyeline / LeapPlane+。)","445","902","","@1Eye_info 1Eyeline黄色担当💛/@lpl__info LeapPlane+。青色担当💙/ DMは事務所管理なので返せません"
"1Eyeline","瀬名","ものの","せな","ものの","senamomono","瀬名ももの　1Eyeline","541","2839","","1Eyeline (@1Eye_info) 5/30加入 ピンク / #どんぶらもものすけ #キラもも / ⚠︎ DMは事務所管理のため返信できませんがちゃんと見てます、ありがとう♡ / Instagram⇝︎https://t.co/ZmVyGCeklO"
"1Eyeline","橘","京花","たちばな","きょうか","tachibana_kyoka","橘 京花 ( 1Eyeline )","504","1502","","〖 @1Eye_info みどり 〗8/8加入の双子のお姉ちゃん 幸せ1日きょうか1本 ぜひ摂取してください🌱 #きょうかとたちばなし ※DMは事務所管理のため返信できません"
"1Eyeline","橘","璃々花","たちばな","りりか","tachibanaririka","橘 璃々花（1Eyeline）","430","1371","","1Eyeline （@1Eye_info）新メンバー 紫色担当💜 ※DM事務所管理のため返せませんが送ってくれると喜びます💭"
"1UP","春名","ありす","はるな","ありす","_yumemiru_alice","春名ありす‎🦋aLiCe","5917","15631","","@1UP_idol @yumemi_koushiki 第1回中国四国アイドルクイーンGP / 月刊エンタメ2021年3.4月号裏表紙， 韓ドラとコスメとアイドルがすき₍ᐢ.ˬ.ᐢ₎🎶❕"
"1UP","月宙","りん","げっちゅう","りん","_yumemiru_rin","月宙りん / Liin","2605","1425","","げっちゅー りん (19) と言います 嘘です 何卒 🌕@yumemi_koushiki @1UP_idol 165㎝ ✧ 桃色担当"
"1UP","柊木","きらら","ひいらぎ","きらら","kisara_carat","柊木きさら🐾KiSAЯA","4298","3890","","にゃすにゃす🐾 @1UP_idol ﾛｲﾔﾙﾊﾟｰﾌﾟﾙ @ultimate_ct ギャルじゃない！怖くない！ きちゃんは上から撮ると盛れます にゃは➰"
"1UP","小日向","優花","こひなた","ゆうか","yuukakohinata","小日向優花٭YU-KA","8539","8526","","(18)えんじぇるレッド໒꒱· ﾟ@ultimate_ct @1UP_idol ｲﾝｽﾀhttps://t.co/8LibxmCdMR http://www. ❖https://t.co/YqO3UzbX1i 鍵垢・DM運営ｻﾝ管理"
"１学期の前髪","橘","ひなせ","たちばな","ひなせ","hinase_syl","橘 ひなせ🐣１学期の前髪 〔#TIF2021 出演❕〕","621","1789","","@maegami_syl𓊆ｸﾘｰﾑｲｴﾛｰ💛𓊇 静岡県出身 /20歳/アイドルオタク/ みんなを笑顔にできるアイドルになりたい(・ⅹ・）"
